in:Index,img:Output1,img:Output2,img:Output3,img:Output4,out:WWR_Skylight,out:WWR_Skylight_Vertical_Shading_Divided,out:W_Skylight_Vertical_Shading_Divided,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Overhang_Angle,out:Overhang_Length,out:Overhang_Movement_Distance,out:Vertical_Shading_Number,out:Vertical_Shading_Width,out:Vertical_Shading_Length,out:Vertiacl_Shading_Top_Left_Movement_Distance,out:Vertiacl_Shading_Top_Right_Movement_Distance,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF
574,Index_574_Parallel.png,Index_574_Back.png,Index_574_Front.png,Index_574_Top.png,70,65,7.0,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2.0,1.3,1.5,0,-80,1.3,0.0,2,0.6,0.1,0.0,0.0,84.225,100.0,81.1728,66.446111,44.537371
576,Index_576_Parallel.png,Index_576_Back.png,Index_576_Front.png,Index_576_Top.png,70,57,0.89,2.5,7.6,0.5,0.0,0.3,10,0.8,3.4,2.0,0.0,2.8,0,-80,2.0,0.1,8,0.2,0.8,0.0,0.0,82.03,96.9136,95.3704,77.895,21.837094
577,Index_577_Parallel.png,Index_577_Back.png,Index_577_Front.png,Index_577_Top.png,70,63,0.85,2.5,7.6,0.5,0.0,0.3,10,0.8,3.4,2.0,0.0,2.8,0,-80,2.0,0.1,9,0.1,1.0,0.05,0.0,80.761,97.8395,94.7531,77.606358,19.894778
584,Index_584_Parallel.png,Index_584_Back.png,Index_584_Front.png,Index_584_Top.png,55,45,0.88,2.3,6.5,0.7,1.3,0.1,30,1.4,5.8,1.0,0.3,0.1,0,-60,1.7,0.1,7,0.2,0.3,0.1,0.1,83.436,100.0,83.3333,65.794352,34.029476
591,Index_591_Parallel.png,Index_591_Back.png,Index_591_Front.png,Index_591_Top.png,40,40,1.03,2.6,4.2,0.4,0.9,2.8,10,0.7,3.9,2.0,2.1,0.2,0,-80,1.5,0.6,5,0.02,0.2,0.0,0.0,81.413,95.9877,93.2099,76.757963,37.544032
592,Index_592_Parallel.png,Index_592_Back.png,Index_592_Front.png,Index_592_Top.png,60,48,0.83,2.6,6.2,0.4,1.2,0.5,10,0.6,4.5,2.0,0.2,1.5,0,-80,2.0,0.7,7,0.2,0.1,0.0,0.05,82.99,100.0,89.5062,73.848457,42.553714
593,Index_593_Parallel.png,Index_593_Back.png,Index_593_Front.png,Index_593_Top.png,70,63,0.85,2.5,7.6,0.5,0.0,0.3,10,0.8,3.4,2.0,2.2,0.6,0,-80,2.0,0.0,9,0.1,0.1,0.0,0.0,82.133,100.0,83.0247,68.386605,44.214329
595,Index_595_Parallel.png,Index_595_Back.png,Index_595_Front.png,Index_595_Top.png,70,63,6.8,2.5,7.6,0.5,0.0,0.3,15,0.9,4.5,0.8,0.1,1.6,0,-80,1.9,0.8,2,0.8,0.9,0.35,0.45,84.053,100.0,75.3086,61.730988,42.526747
599,Index_599_Parallel.png,Index_599_Back.png,Index_599_Front.png,Index_599_Top.png,40,32,0.88,2.5,4.3,0.5,0.0,3.6,25,1.1,6.1,0.8,0.0,0.1,0,-40,1.2,0.2,5,0.2,0.4,0.1,0.1,81.824,100.0,87.03699999999999,72.424414,32.385825
604,Index_604_Parallel.png,Index_604_Back.png,Index_604_Front.png,Index_604_Top.png,35,34,1.06,2.2,4.3,0.8,2.5,1.1,15,0.7,5.8,2.0,0.1,0.3,0,-70,2.0,0.0,5,0.02,0.8,0.0,0.0,81.139,82.4074,96.2963,78.295802,21.765163
605,Index_605_Parallel.png,Index_605_Back.png,Index_605_Front.png,Index_605_Top.png,30,29,0.98,2.0,4.0,0.9,1.2,2.7,10,0.8,3.4,2.0,1.8,1.0,0,-70,1.3,0.0,5,0.02,0.9,0.0,0.0,80.761,48.4568,99.0741,78.088765,20.76582
610,Index_610_Parallel.png,Index_610_Back.png,Index_610_Front.png,Index_610_Top.png,60,36,0.88,2.2,7.4,0.8,0.0,0.5,25,1.2,5.6,0.9,0.6,0.0,0,-60,1.6,0.3,6,0.6,0.1,0.3,0.3,83.23,100.0,83.3333,70.253086,37.828991
626,Index_626_Parallel.png,Index_626_Back.png,Index_626_Front.png,Index_626_Top.png,45,33,0.8,2.2,5.5,0.8,2.3,0.1,35,2.0,4.7,0.8,1.0,0.5,0,-70,1.8,0.8,6,0.3,0.3,0.05,0.0,82.75,100.0,87.34570000000001,71.026389,28.823023
629,Index_629_Parallel.png,Index_629_Back.png,Index_629_Front.png,Index_629_Top.png,55,44,0.83,2.4,6.2,0.6,0.3,1.4,30,1.4,5.8,1.0,0.3,0.1,0,-60,1.2,0.1,7,0.2,0.7,0.15,0.05,82.716,100.0,88.8889,71.775432,26.112301
640,Index_640_Parallel.png,Index_640_Back.png,Index_640_Front.png,Index_640_Top.png,30,30,2.13,1.9,4.3,0.9,3.4,0.2,15,1.2,3.4,0.8,1.1,1.7,0,-70,1.8,0.3,3,0.02,0.1,0.0,0.0,82.545,96.2963,88.27159999999999,74.163827,40.678819
643,Index_643_Parallel.png,Index_643_Back.png,Index_643_Front.png,Index_643_Top.png,50,41,0.87,1.8,7.5,0.9,0.1,0.3,40,1.8,6.0,1.0,0.1,0.1,0,-50,1.9,0.5,8,0.2,0.8,0.0,0.2,82.682,100.0,93.8272,70.913025,22.068513
648,Index_648_Parallel.png,Index_648_Back.png,Index_648_Front.png,Index_648_Top.png,30,30,6.78,1.2,6.8,1.0,0.4,0.7,10,0.6,4.5,2.0,1.1,0.6,0,-50,1.8,0.0,2,0.02,1.0,0.0,0.0,81.927,86.72840000000001,93.2099,77.788673,34.417262
659,Index_659_Parallel.png,Index_659_Back.png,Index_659_Front.png,Index_659_Top.png,45,41,0.88,2.5,4.9,0.5,2.1,0.9,15,0.9,4.5,0.9,1.3,0.4,0,-60,0.7,0.0,6,0.1,0.6,0.05,0.05,82.167,97.8395,90.1235,75.59034,29.37399
667,Index_667_Parallel.png,Index_667_Back.png,Index_667_Front.png,Index_667_Top.png,30,29,0.98,2.0,4.0,1.0,0.8,3.1,10,0.6,4.5,2.0,0.4,1.3,0,-80,1.9,0.3,5,0.02,0.1,0.0,0.0,81.481,89.19749999999999,94.1358,77.928333,39.042277
698,Index_698_Parallel.png,Index_698_Back.png,Index_698_Front.png,Index_698_Top.png,70,70,7.58,2.5,7.6,0.5,0.0,0.3,40,2.0,5.4,0.8,0.0,0.8,0,-80,2.0,0.1,2,0.02,0.1,0.0,0.0,85.562,100.0,61.72840000000001,39.3675,38.719183
711,Index_711_Parallel.png,Index_711_Back.png,Index_711_Front.png,Index_711_Top.png,40,32,1.1,2.6,4.2,0.4,1.0,2.7,10,0.6,4.5,2.0,0.4,1.3,0,-80,1.6,0.3,4,0.3,0.1,0.1,0.2,82.476,91.6667,94.7531,77.457593,39.647217
712,Index_712_Parallel.png,Index_712_Back.png,Index_712_Front.png,Index_712_Top.png,60,37,1.9,2.6,6.2,0.4,0.4,1.3,10,0.6,4.5,2.0,1.3,0.4,0,-80,2.0,0.3,3,1.2,0.1,0.0,0.0,82.853,96.6049,93.2099,77.302716,40.949307
725,Index_725_Parallel.png,Index_725_Back.png,Index_725_Front.png,Index_725_Top.png,35,31,0.88,1.6,5.9,1.0,0.6,1.4,10,0.8,3.4,2.0,0.6,2.2,0,-40,1.6,0.0,7,0.1,0.1,0.05,0.05,82.202,91.358,94.4444,77.759074,37.87756
758,Index_758_Parallel.png,Index_758_Back.png,Index_758_Front.png,Index_758_Top.png,30,29,0.98,2.0,4.0,0.8,0.0,3.9,10,0.8,3.4,2.0,0.0,2.8,0,-80,2.0,0.0,5,0.02,1.0,0.0,0.0,80.761,41.049400000000006,98.1481,77.453704,19.371879
770,Index_770_Parallel.png,Index_770_Back.png,Index_770_Front.png,Index_770_Top.png,30,29,3.98,2.0,4.0,0.8,0.5,3.4,10,0.8,3.4,2.0,1.1,1.7,0,-80,2.0,0.0,2,0.02,0.2,0.0,0.0,82.27,85.4938,93.5185,76.710833,39.030965
771,Index_771_Parallel.png,Index_771_Back.png,Index_771_Front.png,Index_771_Top.png,40,40,1.03,2.6,4.2,0.4,0.0,3.7,10,0.8,3.4,2.0,0.0,2.8,0,-80,1.6,0.2,5,0.02,1.0,0.0,0.0,80.83,65.1235,95.9877,77.874352,20.649015
772,Index_772_Parallel.png,Index_772_Back.png,Index_772_Front.png,Index_772_Top.png,30,29,0.98,2.0,4.0,0.8,0.8,3.1,10,0.8,3.4,2.0,0.8,2.0,0,-80,2.0,0.0,5,0.02,1.0,0.0,0.0,80.761,42.284,97.8395,77.532685,19.364237
793,Index_793_Parallel.png,Index_793_Back.png,Index_793_Front.png,Index_793_Top.png,60,44,2.35,2.5,6.5,0.5,0.2,1.2,35,1.6,5.9,0.8,0.1,0.2,0,-60,1.3,0.6,3,0.9,0.8,0.15,0.1,83.608,100.0,83.0247,64.42284,31.311651
796,Index_796_Parallel.png,Index_796_Back.png,Index_796_Front.png,Index_796_Top.png,30,29,1.06,1.5,5.4,0.9,0.1,2.4,10,0.6,4.5,2.0,1.7,0.0,0,-70,1.6,0.2,6,0.02,0.2,0.0,0.0,81.962,83.3333,93.8272,77.142037,35.734507
807,Index_807_Parallel.png,Index_807_Back.png,Index_807_Front.png,Index_807_Top.png,30,29,0.98,2.0,4.0,0.9,3.5,0.4,15,0.9,4.5,0.9,0.2,1.5,0,-80,1.4,0.0,5,0.02,0.4,0.0,0.0,81.413,87.03699999999999,90.7407,76.223642,32.397812
809,Index_809_Parallel.png,Index_809_Back.png,Index_809_Front.png,Index_809_Top.png,65,59,1.07,2.5,7.0,0.5,0.3,0.6,15,1.2,3.4,1.0,1.5,1.3,0,-60,1.9,0.7,7,0.1,0.6,0.05,0.05,82.956,100.0,89.81479999999999,71.973395,30.21066
816,Index_816_Parallel.png,Index_816_Back.png,Index_816_Front.png,Index_816_Top.png,40,39,1.15,2.3,4.7,0.7,1.3,1.9,10,0.6,4.5,2.0,0.8,0.9,0,-80,1.5,0.5,5,0.02,0.1,0.0,0.0,81.687,99.3827,91.6667,75.536759,41.395118
817,Index_817_Parallel.png,Index_817_Back.png,Index_817_Front.png,Index_817_Top.png,40,31,1.6,2.6,4.2,0.4,1.0,2.7,10,0.6,4.5,2.0,0.2,1.5,0,-80,2.0,0.7,3,0.5,0.1,0.25,0.15,82.202,89.81479999999999,95.0617,77.582593,39.797908
834,Index_834_Parallel.png,Index_834_Back.png,Index_834_Front.png,Index_834_Top.png,45,38,0.97,2.6,4.7,0.4,0.0,3.2,20,0.9,6.0,0.9,0.2,0.0,0,-80,1.3,0.7,5,0.2,0.9,0.05,0.1,81.139,97.5309,87.96300000000001,75.226944,26.276885
848,Index_848_Parallel.png,Index_848_Back.png,Index_848_Front.png,Index_848_Top.png,30,30,6.78,1.2,6.8,0.8,0.0,1.1,40,1.8,6.0,1.0,0.0,0.2,0,-80,2.0,1.0,2,0.02,1.0,0.0,0.0,83.059,100.0,85.80250000000001,68.942222,28.837848
853,Index_853_Parallel.png,Index_853_Back.png,Index_853_Front.png,Index_853_Top.png,40,32,0.82,2.1,5.1,0.8,2.5,0.3,10,0.8,3.4,2.0,2.1,0.7,0,-70,1.1,0.0,6,0.2,0.7,0.0,0.15,81.55,58.9506,97.2222,77.829259,24.519454
863,Index_863_Parallel.png,Index_863_Back.png,Index_863_Front.png,Index_863_Top.png,30,30,6.78,1.2,6.8,0.8,0.0,1.1,40,2.0,5.4,0.8,0.0,0.8,0,-80,2.0,0.0,2,0.02,1.0,0.0,0.0,83.368,100.0,82.716,67.457407,29.394273
868,Index_868_Parallel.png,Index_868_Back.png,Index_868_Front.png,Index_868_Top.png,50,43,6.5,1.8,7.5,0.8,0.3,0.1,40,1.8,6.0,0.8,0.2,0.0,0,-70,1.5,0.3,2,1.0,0.6,0.75,0.0,84.156,100.0,76.2346,55.978333,34.286114
876,Index_876_Parallel.png,Index_876_Back.png,Index_876_Front.png,Index_876_Top.png,30,30,6.78,1.2,6.8,0.9,0.0,1.1,35,2.0,4.7,0.9,0.0,1.5,0,-80,1.9,0.0,2,0.02,0.9,0.0,0.0,83.196,100.0,84.8765,70.450062,29.43404
877,Index_877_Parallel.png,Index_877_Back.png,Index_877_Front.png,Index_877_Top.png,30,30,6.78,1.2,6.8,0.8,0.4,0.7,40,2.0,5.4,0.8,0.8,0.0,0,-80,2.0,0.0,2,0.02,1.0,0.0,0.0,83.368,100.0,82.4074,67.534846,29.506758
880,Index_880_Parallel.png,Index_880_Back.png,Index_880_Front.png,Index_880_Top.png,45,36,0.82,2.4,5.1,0.6,1.4,1.4,35,1.6,5.9,0.8,0.1,0.2,0,-70,1.5,0.8,6,0.2,0.9,0.0,0.15,82.716,100.0,88.27159999999999,71.703333,22.949141
886,Index_886_Parallel.png,Index_886_Back.png,Index_886_Front.png,Index_886_Top.png,65,64,1.07,2.3,7.6,0.7,0.2,0.1,15,1.2,3.4,0.8,1.9,0.9,0,-60,1.7,0.0,8,0.02,0.9,0.0,0.0,82.407,100.0,87.65429999999999,72.041265,24.724209
955,Index_955_Parallel.png,Index_955_Back.png,Index_955_Front.png,Index_955_Top.png,60,38,1.22,2.1,7.7,0.9,0.2,0.0,20,0.9,6.0,1.0,0.2,0.0,0,-60,1.2,0.1,5,0.7,0.1,0.35,0.35,81.927,100.0,85.80250000000001,72.027068,40.472584
958,Index_958_Parallel.png,Index_958_Back.png,Index_958_Front.png,Index_958_Top.png,45,34,0.87,2.6,4.7,0.4,0.1,3.1,40,1.8,6.0,0.8,0.1,0.1,0,-80,0.7,0.0,5,0.3,0.8,0.2,0.05,82.064,100.0,86.1111,69.858241,24.295662
969,Index_969_Parallel.png,Index_969_Back.png,Index_969_Front.png,Index_969_Top.png,60,33,0.84,2.1,7.7,0.9,0.0,0.2,30,2.0,4.0,1.0,1.8,0.4,0,-50,1.9,0.0,6,0.7,1.0,0.4,0.1,82.236,99.6914,97.8395,78.338673,21.653225
991,Index_991_Parallel.png,Index_991_Back.png,Index_991_Front.png,Index_991_Top.png,65,58,0.85,2.3,7.6,0.7,0.0,0.3,25,1.8,3.8,0.9,0.0,2.4,0,-50,1.3,0.2,9,0.1,0.7,0.05,0.05,81.687,100.0,87.03699999999999,70.097253,24.676611
998,Index_998_Parallel.png,Index_998_Back.png,Index_998_Front.png,Index_998_Top.png,35,30,1.85,2.2,4.3,0.8,3.5,0.1,10,0.8,3.4,2.0,0.8,2.0,0,-80,1.6,0.5,3,0.3,1.0,0.15,0.15,81.55,60.8025,95.3704,76.682778,29.317506
1001,Index_1001_Parallel.png,Index_1001_Back.png,Index_1001_Front.png,Index_1001_Top.png,70,66,1.72,2.6,7.3,0.4,0.1,0.5,10,0.8,3.4,2.0,1.3,1.5,0,-60,1.8,0.6,5,0.1,0.2,0.1,0.0,82.236,100.0,82.716,67.384414,41.708825
1008,Index_1008_Parallel.png,Index_1008_Back.png,Index_1008_Front.png,Index_1008_Top.png,30,29,0.98,2.0,4.0,0.8,0.6,3.3,10,0.8,3.4,2.0,2.6,0.2,0,-80,1.3,0.1,5,0.02,0.1,0.0,0.0,81.481,80.8642,94.1358,76.854537,39.643284
1011,Index_1011_Parallel.png,Index_1011_Back.png,Index_1011_Front.png,Index_1011_Top.png,40,33,0.85,2.6,4.2,0.4,1.0,2.7,10,0.6,4.5,2.0,1.0,0.7,0,-80,1.5,0.7,5,0.2,0.1,0.05,0.1,81.447,93.2099,94.7531,77.391698,40.028377
1012,Index_1012_Parallel.png,Index_1012_Back.png,Index_1012_Front.png,Index_1012_Top.png,60,54,0.93,2.6,6.2,0.4,1.2,0.5,10,0.6,4.5,2.0,0.2,1.5,0,-80,2.0,0.3,7,0.1,0.3,0.0,0.05,82.888,100.0,89.81479999999999,73.781296,35.998785
1014,Index_1014_Parallel.png,Index_1014_Back.png,Index_1014_Front.png,Index_1014_Top.png,60,32,1.02,2.1,7.7,0.9,0.0,0.2,15,1.2,3.4,0.8,0.4,2.4,0,-60,2.0,0.5,5,0.9,0.2,0.1,0.35,81.207,99.6914,91.6667,76.247809,39.717174
1017,Index_1017_Parallel.png,Index_1017_Back.png,Index_1017_Front.png,Index_1017_Top.png,65,53,0.89,2.3,7.6,0.7,0.2,0.1,35,1.6,5.9,0.8,0.0,0.3,0,-40,1.3,0.1,8,0.2,0.7,0.1,0.1,83.162,100.0,83.3333,62.930525,26.280009
1028,Index_1028_Parallel.png,Index_1028_Back.png,Index_1028_Front.png,Index_1028_Top.png,30,29,3.98,2.0,4.0,1.0,2.5,1.4,10,0.6,4.5,2.0,0.0,1.7,0,-80,2.0,0.0,2,0.02,0.1,0.0,0.0,82.407,89.5062,93.2099,77.494321,40.019869
1031,Index_1031_Parallel.png,Index_1031_Back.png,Index_1031_Front.png,Index_1031_Top.png,45,40,0.85,1.6,7.6,1.0,0.1,0.2,25,1.2,5.6,1.0,0.4,0.2,0,-60,1.9,0.2,9,0.1,0.5,0.0,0.05,81.584,100.0,95.9877,75.050031,28.21479
1033,Index_1033_Parallel.png,Index_1033_Back.png,Index_1033_Front.png,Index_1033_Top.png,35,34,1.02,1.8,5.2,0.8,1.1,1.6,35,1.6,5.9,0.8,0.1,0.2,0,-80,1.7,0.6,6,0.02,0.2,0.0,0.0,83.265,100.0,81.7901,67.233673,33.309484
1057,Index_1057_Parallel.png,Index_1057_Back.png,Index_1057_Front.png,Index_1057_Top.png,50,34,2.55,1.8,7.5,1.0,0.3,0.1,20,1.3,4.2,0.8,1.9,0.1,0,-80,2.0,0.7,3,1.2,0.1,1.05,0.15,83.162,100.0,84.8765,72.655833,39.341781
1072,Index_1072_Parallel.png,Index_1072_Back.png,Index_1072_Front.png,Index_1072_Top.png,70,54,2.9,2.5,7.6,0.5,0.0,0.3,10,0.6,4.5,2.0,0.0,1.7,0,-80,1.2,0.0,3,0.9,1.0,0.25,0.05,83.162,100.0,87.96300000000001,73.326821,34.978607
1085,Index_1085_Parallel.png,Index_1085_Back.png,Index_1085_Front.png,Index_1085_Top.png,30,29,3.98,2.0,4.0,0.9,2.9,1.0,10,0.8,3.4,2.0,0.3,2.5,0,-80,1.0,0.0,2,0.02,0.1,0.0,0.0,82.373,83.3333,92.5926,76.783549,40.346303
1086,Index_1086_Parallel.png,Index_1086_Back.png,Index_1086_Front.png,Index_1086_Top.png,50,31,0.8,2.6,5.2,0.4,1.5,1.2,10,0.6,4.5,2.0,0.9,0.8,0,-80,1.7,0.5,5,0.5,0.1,0.3,0.2,81.413,91.6667,94.1358,77.962932,39.439579
1087,Index_1087_Parallel.png,Index_1087_Back.png,Index_1087_Front.png,Index_1087_Top.png,30,29,0.98,2.0,4.0,1.0,0.8,3.1,10,0.6,4.5,2.0,1.2,0.5,0,-80,1.9,0.5,5,0.02,0.1,0.0,0.0,81.447,87.34570000000001,93.8272,77.896049,39.028482
1104,Index_1104_Parallel.png,Index_1104_Back.png,Index_1104_Front.png,Index_1104_Top.png,40,30,1.23,2.2,4.9,0.8,0.9,2.1,10,0.8,3.4,2.0,1.0,1.8,0,-80,1.7,0.7,4,0.4,0.1,0.15,0.25,82.133,91.358,93.8272,77.127778,39.992618
1116,Index_1116_Parallel.png,Index_1116_Back.png,Index_1116_Front.png,Index_1116_Top.png,45,34,0.87,2.6,4.7,0.4,1.0,2.2,10,0.6,4.5,2.0,1.0,0.7,0,-80,1.1,0.0,5,0.3,0.1,0.0,0.25,81.379,93.2099,94.4444,77.380556,40.050567
1117,Index_1117_Parallel.png,Index_1117_Back.png,Index_1117_Front.png,Index_1117_Top.png,55,32,1.65,2.6,5.7,0.4,1.3,0.9,10,0.6,4.5,2.0,0.2,1.5,0,-80,0.7,0.1,3,1.2,0.1,0.1,0.75,82.545,91.358,93.8272,77.907963,40.027905
1124,Index_1124_Parallel.png,Index_1124_Back.png,Index_1124_Front.png,Index_1124_Top.png,45,34,0.87,2.6,4.7,0.4,2.9,0.3,30,1.4,5.8,1.0,0.3,0.1,0,-20,1.7,0.1,5,0.3,0.8,0.15,0.05,81.653,100.0,95.0617,76.198302,23.220401
1153,Index_1153_Parallel.png,Index_1153_Back.png,Index_1153_Front.png,Index_1153_Top.png,30,30,4.48,1.8,4.5,1.0,0.4,3.0,25,1.8,3.8,1.0,1.6,0.8,0,-80,1.7,0.4,2,0.02,1.0,0.0,0.0,82.545,100.0,91.0494,75.520247,30.265165
1162,Index_1162_Parallel.png,Index_1162_Back.png,Index_1162_Front.png,Index_1162_Top.png,35,34,0.89,1.3,7.3,1.0,0.6,0.0,10,0.8,3.4,2.0,0.7,2.1,0,-40,1.8,0.1,9,0.02,0.1,0.0,0.0,81.413,90.7407,92.284,76.893457,38.045181
1173,Index_1173_Parallel.png,Index_1173_Back.png,Index_1173_Front.png,Index_1173_Top.png,30,29,1.01,1.3,6.2,0.8,1.0,0.7,10,0.8,3.4,2.0,0.6,2.2,0,-80,1.6,0.1,7,0.02,1.0,0.0,0.0,81.036,42.284,97.2222,77.500772,19.795687
1177,Index_1177_Parallel.png,Index_1177_Back.png,Index_1177_Front.png,Index_1177_Top.png,70,45,1.63,2.5,7.6,0.5,0.0,0.3,10,0.6,4.5,2.0,0.8,0.9,0,-80,1.2,0.5,4,0.9,1.0,0.25,0.65,82.785,99.3827,92.9012,76.417438,33.722041
1182,Index_1182_Parallel.png,Index_1182_Back.png,Index_1182_Front.png,Index_1182_Top.png,40,36,0.86,1.4,7.7,1.0,0.0,0.2,40,1.8,6.0,0.9,0.1,0.1,0,-60,1.5,0.2,9,0.1,0.4,0.05,0.0,82.099,100.0,86.72840000000001,68.724352,26.639883
1189,Index_1189_Parallel.png,Index_1189_Back.png,Index_1189_Front.png,Index_1189_Top.png,35,31,1.62,1.3,7.3,1.0,0.0,0.6,15,0.7,5.8,2.0,0.4,0.0,0,-80,1.9,0.0,5,0.2,0.3,0.05,0.15,81.619,97.5309,91.9753,77.560247,34.101505
1206,Index_1206_Parallel.png,Index_1206_Back.png,Index_1206_Front.png,Index_1206_Top.png,40,33,0.85,2.6,4.2,0.4,0.8,2.9,10,0.6,4.5,2.0,1.2,0.5,0,-80,0.8,0.1,5,0.2,0.1,0.05,0.15,81.55,91.6667,94.7531,77.299321,39.912582
1207,Index_1207_Parallel.png,Index_1207_Back.png,Index_1207_Front.png,Index_1207_Top.png,40,31,1.6,2.6,4.2,0.4,3.2,0.5,10,0.6,4.5,2.0,1.2,0.5,0,-80,1.5,0.1,3,0.5,0.1,0.1,0.05,82.476,83.0247,94.7531,77.196975,39.39585
1226,Index_1226_Parallel.png,Index_1226_Back.png,Index_1226_Front.png,Index_1226_Top.png,70,50,2.7,2.5,7.6,0.5,0.0,0.3,25,1.7,4.0,0.9,1.6,0.6,0,-40,1.0,0.1,3,1.1,0.6,0.05,0.15,83.642,100.0,84.25930000000001,67.799877,34.180004
1229,Index_1229_Parallel.png,Index_1229_Back.png,Index_1229_Front.png,Index_1229_Top.png,35,35,0.95,1.4,6.8,0.9,0.8,0.3,40,1.8,6.0,0.8,0.0,0.2,0,-70,1.9,0.2,8,0.02,0.7,0.0,0.0,82.716,100.0,87.65429999999999,69.804722,23.545101
1234,Index_1234_Parallel.png,Index_1234_Back.png,Index_1234_Front.png,Index_1234_Top.png,30,29,0.98,2.0,4.0,0.9,2.4,1.5,10,0.8,3.4,2.0,1.5,1.3,0,-70,1.9,0.1,5,0.02,1.0,0.0,0.0,80.693,45.0617,99.6914,77.948148,19.299478
1235,Index_1235_Parallel.png,Index_1235_Back.png,Index_1235_Front.png,Index_1235_Top.png,30,29,0.98,2.0,4.0,0.9,0.4,3.5,10,0.8,3.4,2.0,0.3,2.5,0,-60,1.3,0.0,5,0.02,0.4,0.0,0.0,81.036,67.5926,96.6049,78.084691,29.772969
1240,Index_1240_Parallel.png,Index_1240_Back.png,Index_1240_Front.png,Index_1240_Top.png,60,44,2.35,2.5,6.5,0.5,1.1,0.3,25,1.7,4.0,0.9,0.3,1.9,0,-70,1.0,0.0,3,0.9,0.1,0.15,0.75,83.745,100.0,83.3333,68.272623,38.328657
1243,Index_1243_Parallel.png,Index_1243_Back.png,Index_1243_Front.png,Index_1243_Top.png,70,57,0.89,2.5,7.6,0.5,0.1,0.2,30,1.4,5.8,0.8,0.4,0.0,0,-50,1.5,0.6,8,0.2,0.8,0.05,0.1,82.853,100.0,86.72840000000001,67.184321,25.211261
1248,Index_1248_Parallel.png,Index_1248_Back.png,Index_1248_Front.png,Index_1248_Top.png,30,29,3.98,2.0,4.0,1.0,0.2,3.7,10,0.8,3.4,2.0,2.5,0.3,0,-80,1.3,0.0,2,0.02,0.1,0.0,0.0,82.339,84.5679,93.2099,77.160957,40.313422
1275,Index_1275_Parallel.png,Index_1275_Back.png,Index_1275_Front.png,Index_1275_Top.png,70,69,0.93,2.5,7.6,0.5,0.2,0.1,15,1.2,3.4,0.9,1.6,1.2,0,-60,0.6,0.0,9,0.02,0.4,0.0,0.0,81.859,100.0,82.716,66.404012,33.463987
1302,Index_1302_Parallel.png,Index_1302_Back.png,Index_1302_Front.png,Index_1302_Top.png,40,33,0.97,2.3,4.7,0.7,1.6,1.6,15,0.7,5.8,2.0,0.3,0.1,0,-70,1.9,0.6,5,0.2,0.8,0.1,0.0,80.933,88.58019999999999,97.5309,78.901728,22.005627
1310,Index_1310_Parallel.png,Index_1310_Back.png,Index_1310_Front.png,Index_1310_Top.png,35,31,1.77,1.6,5.9,0.9,0.6,1.4,10,0.8,3.4,2.0,0.0,2.8,0,-60,1.3,0.0,4,0.2,0.1,0.1,0.1,82.407,90.1235,92.9012,76.487994,39.975492
1312,Index_1312_Parallel.png,Index_1312_Back.png,Index_1312_Front.png,Index_1312_Top.png,55,32,1.65,2.6,5.7,0.4,0.2,2.0,10,0.6,4.5,2.0,1.2,0.5,0,-80,0.7,0.1,3,1.2,0.1,0.15,0.75,82.545,91.6667,94.1358,77.841049,39.836044
1317,Index_1317_Parallel.png,Index_1317_Back.png,Index_1317_Front.png,Index_1317_Top.png,30,29,0.98,2.0,4.0,1.0,2.9,1.0,20,1.5,3.6,0.8,1.0,1.6,0,-60,1.2,0.0,5,0.02,0.1,0.0,0.0,81.893,98.7654,89.81479999999999,74.799043,37.687655
