in:Index,img:Output1,img:Output2,img:Output3,img:Output4,out:WWR_Skylight,out:WWR_Skylight_Vertical_Shading_Divided,out:W_Skylight_Vertical_Shading_Divided,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Overhang_Angle,out:Overhang_Length,out:Overhang_Movement_Distance,out:Vertical_Shading_Number,out:Vertical_Shading_Width,out:Vertical_Shading_Length,out:Vertiacl_Shading_Top_Left_Movement_Distance,out:Vertiacl_Shading_Top_Right_Movement_Distance,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF
1329,Index_1329_Parallel.png,Index_1329_Back.png,Index_1329_Front.png,Index_1329_Top.png,70,48,0.87,2.5,7.6,0.5,0.3,0.0,25,2.0,3.4,0.8,1.8,1.0,0,-70,0.9,0.0,7,0.4,0.6,0.1,0.3,83.333,100.0,86.72840000000001,70.883519,30.119489
1338,Index_1338_Parallel.png,Index_1338_Back.png,Index_1338_Front.png,Index_1338_Top.png,30,30,1.06,1.9,4.3,0.8,0.2,3.4,10,0.7,3.9,2.0,1.3,1.0,0,-70,1.5,0.3,5,0.02,0.6,0.0,0.0,80.898,62.3457,95.9877,77.551944,25.898303
1339,Index_1339_Parallel.png,Index_1339_Back.png,Index_1339_Front.png,Index_1339_Top.png,65,53,0.89,2.3,7.6,0.7,0.3,0.0,10,0.6,4.5,2.0,1.2,0.5,0,-80,1.9,0.1,8,0.2,1.0,0.0,0.2,81.859,96.9136,94.1358,77.376821,22.074134
1348,Index_1348_Parallel.png,Index_1348_Back.png,Index_1348_Front.png,Index_1348_Top.png,45,44,7.5,1.6,7.6,1.0,0.3,0.0,40,1.8,6.0,0.8,0.1,0.1,0,-70,1.7,0.1,2,0.1,0.9,0.05,0.05,84.156,100.0,75.0,55.212593,33.170107
1354,Index_1354_Parallel.png,Index_1354_Back.png,Index_1354_Front.png,Index_1354_Top.png,60,51,6.5,2.1,7.7,0.9,0.1,0.1,10,0.8,3.4,2.0,0.5,2.3,0,-80,1.7,0.3,2,1.2,0.2,0.75,0.45,83.539,100.0,84.5679,70.612778,43.047224
1356,Index_1356_Parallel.png,Index_1356_Back.png,Index_1356_Front.png,Index_1356_Top.png,55,40,0.84,2.6,5.7,0.4,0.0,2.2,10,0.6,4.5,2.0,1.1,0.6,0,-80,1.2,0.1,6,0.3,0.1,0.2,0.05,82.682,99.6914,92.5926,75.928302,41.369384
1357,Index_1357_Parallel.png,Index_1357_Back.png,Index_1357_Front.png,Index_1357_Top.png,35,30,1.85,2.2,4.3,0.8,0.4,3.2,10,0.6,4.5,2.0,0.8,0.9,0,-80,1.4,0.1,3,0.3,0.1,0.05,0.15,82.476,89.5062,93.5185,76.789938,39.597039
1359,Index_1359_Parallel.png,Index_1359_Back.png,Index_1359_Front.png,Index_1359_Top.png,40,33,0.88,2.0,5.4,1.0,1.8,0.7,10,0.8,3.4,2.0,1.7,1.1,0,-70,1.9,0.6,6,0.2,0.2,0.1,0.0,82.167,90.4321,94.1358,78.140741,37.155531
1363,Index_1363_Parallel.png,Index_1363_Back.png,Index_1363_Front.png,Index_1363_Top.png,45,36,0.82,2.4,5.1,0.6,0.2,2.6,35,1.8,5.2,0.9,0.0,1.0,0,-20,1.8,0.0,6,0.2,0.4,0.0,0.1,82.682,100.0,90.4321,71.617654,25.716231
1368,Index_1368_Parallel.png,Index_1368_Back.png,Index_1368_Front.png,Index_1368_Top.png,30,30,1.06,1.9,4.3,0.9,0.0,3.6,10,0.6,4.5,2.0,0.1,1.6,0,-60,1.9,0.1,5,0.02,0.6,0.0,0.0,80.967,63.5802,98.7654,78.157068,25.621537
1391,Index_1391_Parallel.png,Index_1391_Back.png,Index_1391_Front.png,Index_1391_Top.png,50,46,1.15,1.8,7.5,0.8,0.1,0.3,20,1.5,3.6,1.0,1.3,1.3,0,-80,1.6,0.1,7,0.1,0.6,0.0,0.1,82.75,100.0,89.81479999999999,72.894198,29.677854
1403,Index_1403_Parallel.png,Index_1403_Back.png,Index_1403_Front.png,Index_1403_Top.png,30,29,0.98,2.0,4.0,0.8,0.5,3.4,10,0.6,4.5,2.0,0.4,1.3,0,-80,1.4,0.0,5,0.02,1.0,0.0,0.0,80.761,45.3704,98.1481,77.736235,19.444119
1407,Index_1407_Parallel.png,Index_1407_Back.png,Index_1407_Front.png,Index_1407_Top.png,45,41,0.88,2.5,4.9,0.5,1.1,1.9,15,0.7,5.8,2.0,0.0,0.4,0,-60,0.7,0.0,6,0.1,0.4,0.05,0.05,82.407,99.3827,94.4444,77.073796,30.23756
1422,Index_1422_Parallel.png,Index_1422_Back.png,Index_1422_Front.png,Index_1422_Top.png,40,32,3.6,2.4,4.5,0.6,0.0,3.4,15,1.2,3.4,0.8,0.1,2.7,0,-80,2.0,0.2,2,0.9,0.6,0.5,0.4,82.647,99.0741,89.19749999999999,74.62608,39.807004
1434,Index_1434_Parallel.png,Index_1434_Back.png,Index_1434_Front.png,Index_1434_Top.png,70,57,0.89,2.5,7.6,0.5,0.0,0.3,10,0.6,4.5,2.0,0.3,1.4,0,-80,2.0,0.7,8,0.2,0.5,0.1,0.1,82.819,100.0,90.7407,73.782037,32.478377
1441,Index_1441_Parallel.png,Index_1441_Back.png,Index_1441_Front.png,Index_1441_Top.png,50,49,1.0,2.2,6.1,0.8,1.0,0.8,30,1.5,5.4,0.9,0.1,0.7,0,-60,1.7,0.6,7,0.02,0.6,0.0,0.0,82.853,100.0,84.5679,68.296512,26.493423
1458,Index_1458_Parallel.png,Index_1458_Back.png,Index_1458_Front.png,Index_1458_Top.png,65,64,0.98,2.5,7.0,0.5,0.7,0.2,40,1.8,6.0,0.9,0.2,0.0,0,-80,2.0,0.1,8,0.02,0.4,0.0,0.0,84.191,100.0,73.4568,51.178364,29.446056
1468,Index_1468_Parallel.png,Index_1468_Back.png,Index_1468_Front.png,Index_1468_Top.png,60,34,1.05,2.2,7.4,0.8,0.5,0.0,20,0.9,6.0,0.9,0.1,0.1,0,-70,1.0,0.0,5,0.8,0.8,0.45,0.35,81.31,100.0,89.5062,74.442809,33.157993
1475,Index_1475_Parallel.png,Index_1475_Back.png,Index_1475_Front.png,Index_1475_Top.png,40,33,0.85,2.6,4.2,0.4,2.3,1.4,10,0.8,3.4,2.0,0.2,2.6,0,-80,1.8,0.2,5,0.2,0.1,0.05,0.0,81.447,87.03699999999999,94.7531,77.405617,40.465549
1478,Index_1478_Parallel.png,Index_1478_Back.png,Index_1478_Front.png,Index_1478_Top.png,70,63,0.85,2.5,7.6,0.5,0.1,0.2,10,0.8,3.4,2.0,1.3,1.5,0,-60,0.7,0.1,9,0.1,0.1,0.0,0.1,82.167,100.0,82.4074,67.834938,44.091352
1479,Index_1479_Parallel.png,Index_1479_Back.png,Index_1479_Front.png,Index_1479_Top.png,50,49,1.06,2.5,5.4,0.5,0.8,1.7,15,0.7,5.8,2.0,0.4,0.0,0,-70,1.1,0.1,6,0.02,1.0,0.0,0.0,81.859,97.5309,94.4444,77.960216,20.497977
1504,Index_1504_Parallel.png,Index_1504_Back.png,Index_1504_Front.png,Index_1504_Top.png,70,63,0.85,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2.0,0.8,2.0,0,-40,1.6,0.0,9,0.1,0.7,0.1,0.0,81.036,100.0,97.8395,76.04929,24.704719
1505,Index_1505_Parallel.png,Index_1505_Back.png,Index_1505_Front.png,Index_1505_Top.png,70,63,0.85,2.5,7.6,0.5,0.0,0.3,10,0.8,3.4,2.0,0.3,2.5,0,-70,1.9,0.5,9,0.1,0.8,0.05,0.05,80.967,100.0,92.5926,76.302716,24.078384
1515,Index_1515_Parallel.png,Index_1515_Back.png,Index_1515_Front.png,Index_1515_Top.png,40,36,4.9,2.0,5.4,0.8,1.8,0.7,20,0.9,6.0,0.9,0.0,0.2,0,-60,1.6,0.5,2,0.5,0.8,0.1,0.35,82.785,100.0,83.64200000000001,71.188858,36.95801
1527,Index_1527_Parallel.png,Index_1527_Back.png,Index_1527_Front.png,Index_1527_Top.png,30,30,4.78,1.7,4.8,1.0,1.3,1.8,20,0.9,6.0,1.0,0.0,0.2,0,-60,1.8,0.1,2,0.02,0.4,0.0,0.0,82.647,100.0,89.19749999999999,75.223827,37.21793
1531,Index_1531_Parallel.png,Index_1531_Back.png,Index_1531_Front.png,Index_1531_Top.png,70,63,0.85,2.5,7.6,0.5,0.3,0.0,30,1.4,5.8,1.0,0.2,0.2,0,-40,1.7,0.3,9,0.1,0.9,0.1,0.0,81.653,100.0,94.7531,69.655463,21.833215
1548,Index_1548_Parallel.png,Index_1548_Back.png,Index_1548_Front.png,Index_1548_Top.png,35,32,0.98,2.2,4.3,0.8,1.9,1.7,10,0.8,3.4,2.0,1.8,1.0,0,-60,1.4,0.1,5,0.1,0.1,0.05,0.05,81.481,91.6667,93.8272,76.876944,39.784645
1549,Index_1549_Parallel.png,Index_1549_Back.png,Index_1549_Front.png,Index_1549_Top.png,30,29,3.98,2.0,4.0,0.8,1.9,2.0,10,0.8,3.4,2.0,0.5,2.3,0,-70,1.3,0.0,2,0.02,0.8,0.0,0.0,81.927,83.0247,94.7531,77.34284,33.989554
1550,Index_1550_Parallel.png,Index_1550_Back.png,Index_1550_Front.png,Index_1550_Top.png,35,32,0.98,2.2,4.3,0.8,2.9,0.7,10,0.8,3.4,2.0,0.8,2.0,0,-70,1.0,0.1,5,0.1,0.1,0.0,0.05,81.516,84.25930000000001,93.2099,76.393981,40.546826
1556,Index_1556_Parallel.png,Index_1556_Back.png,Index_1556_Front.png,Index_1556_Top.png,40,36,0.81,1.7,6.4,0.9,0.9,0.6,40,1.8,6.0,0.8,0.2,0.0,0,-60,1.8,0.6,8,0.1,0.5,0.0,0.1,83.025,100.0,84.8765,67.898488,26.281702
1561,Index_1561_Parallel.png,Index_1561_Back.png,Index_1561_Front.png,Index_1561_Top.png,60,55,3.55,2.1,7.7,0.9,0.0,0.2,35,1.6,5.9,0.9,0.1,0.2,0,-70,1.8,0.1,3,0.3,0.4,0.05,0.25,84.568,100.0,71.6049,49.652346,36.135157
1568,Index_1568_Parallel.png,Index_1568_Back.png,Index_1568_Front.png,Index_1568_Top.png,70,59,6.1,2.6,7.3,0.4,0.2,0.4,10,0.8,3.4,2.0,0.0,2.8,0,-80,2.0,0.1,2,1.2,0.1,0.0,1.2,83.951,100.0,85.18520000000001,69.689753,43.87563
1585,Index_1585_Parallel.png,Index_1585_Back.png,Index_1585_Front.png,Index_1585_Top.png,35,30,1.16,1.4,6.8,0.8,0.4,0.7,30,1.4,5.8,0.9,0.3,0.1,0,-40,1.9,0.3,6,0.2,0.6,0.1,0.1,82.442,100.0,87.96300000000001,72.654074,28.306622
1590,Index_1590_Parallel.png,Index_1590_Back.png,Index_1590_Front.png,Index_1590_Top.png,45,37,2.6,1.9,6.4,0.9,1.2,0.3,15,1.2,3.4,0.8,0.8,2.0,0,-80,1.2,0.1,3,0.6,0.5,0.45,0.0,82.613,99.6914,87.34570000000001,73.283241,38.912727
1595,Index_1595_Parallel.png,Index_1595_Back.png,Index_1595_Front.png,Index_1595_Top.png,70,63,0.81,2.6,7.3,0.4,0.2,0.4,30,1.8,4.5,0.9,1.2,0.5,0,-70,1.8,0.0,9,0.1,0.3,0.05,0.0,82.476,100.0,79.9383,59.390802,32.774451
1596,Index_1596_Parallel.png,Index_1596_Back.png,Index_1596_Front.png,Index_1596_Top.png,50,34,0.85,1.8,7.5,1.0,0.0,0.4,15,1.2,3.4,0.9,2.5,0.3,0,-80,2.0,0.3,7,0.4,0.1,0.2,0.2,82.785,100.0,87.65429999999999,75.296975,41.198353
1597,Index_1597_Parallel.png,Index_1597_Back.png,Index_1597_Front.png,Index_1597_Top.png,70,48,2.6,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2.0,0.4,2.4,0,-80,2.0,0.6,3,1.2,0.1,0.85,0.35,83.539,100.0,88.27159999999999,73.405648,43.098092
1611,Index_1611_Parallel.png,Index_1611_Back.png,Index_1611_Front.png,Index_1611_Top.png,70,57,0.89,2.5,7.6,0.5,0.2,0.1,15,1.2,3.4,0.8,1.6,1.2,0,-40,1.1,0.1,8,0.2,0.1,0.0,0.05,83.642,100.0,81.7901,66.158673,42.397915
1616,Index_1616_Parallel.png,Index_1616_Back.png,Index_1616_Front.png,Index_1616_Top.png,70,63,0.85,2.5,7.6,0.5,0.1,0.2,20,0.9,6.0,0.9,0.2,0.0,0,-40,1.3,0.1,9,0.1,0.5,0.0,0.05,81.722,100.0,83.64200000000001,67.368889,29.972435
1620,Index_1620_Parallel.png,Index_1620_Back.png,Index_1620_Front.png,Index_1620_Top.png,50,41,0.88,2.5,5.4,0.5,1.2,1.3,25,1.1,6.1,0.8,0.0,0.1,0,-80,1.8,0.3,6,0.2,1.0,0.1,0.05,82.27,99.6914,87.65429999999999,73.404136,24.497766
1625,Index_1625_Parallel.png,Index_1625_Back.png,Index_1625_Front.png,Index_1625_Top.png,30,30,3.38,1.2,6.8,0.8,0.9,0.2,10,0.6,4.5,2.0,1.0,0.7,0,-80,1.5,0.0,3,0.02,0.1,0.0,0.0,82.373,84.25930000000001,91.6667,75.566451,39.347668
1626,Index_1626_Parallel.png,Index_1626_Back.png,Index_1626_Front.png,Index_1626_Top.png,40,32,1.1,2.6,4.2,0.4,0.5,3.2,10,0.6,4.5,2.0,1.2,0.5,0,-80,1.3,0.6,4,0.3,0.1,0.1,0.1,82.442,90.1235,94.7531,77.342685,39.874211
1628,Index_1628_Parallel.png,Index_1628_Back.png,Index_1628_Front.png,Index_1628_Top.png,70,63,0.85,2.5,7.6,0.5,0.0,0.3,10,0.8,3.4,2.0,1.5,1.3,0,-50,1.1,0.1,9,0.1,0.2,0.05,0.05,81.893,100.0,85.18520000000001,69.26466,40.647266
1634,Index_1634_Parallel.png,Index_1634_Back.png,Index_1634_Front.png,Index_1634_Top.png,50,40,0.81,1.9,7.1,0.9,0.3,0.5,35,1.6,5.9,0.8,0.1,0.2,0,-70,1.8,0.7,8,0.2,0.8,0.1,0.0,82.442,100.0,90.1235,71.44679,23.58679
1638,Index_1638_Parallel.png,Index_1638_Back.png,Index_1638_Front.png,Index_1638_Top.png,30,29,0.98,2.0,4.0,1.0,2.3,1.6,10,0.8,3.4,2.0,0.0,2.8,0,-70,1.9,0.2,5,0.02,0.8,0.0,0.0,80.796,57.0988,100.0,78.523302,21.754615
1643,Index_1643_Parallel.png,Index_1643_Back.png,Index_1643_Front.png,Index_1643_Top.png,70,63,0.85,2.5,7.6,0.5,0.0,0.3,15,1.2,3.4,0.8,1.8,1.0,0,-60,1.1,0.1,9,0.1,0.1,0.05,0.0,82.407,100.0,78.7037,62.928519,44.075992
1649,Index_1649_Parallel.png,Index_1649_Back.png,Index_1649_Front.png,Index_1649_Top.png,30,30,1.18,1.7,4.8,0.8,0.3,2.8,35,1.6,5.9,0.8,0.2,0.1,0,-40,1.3,0.0,5,0.02,0.3,0.0,0.0,82.339,100.0,84.8765,69.661204,30.242615
1655,Index_1655_Parallel.png,Index_1655_Back.png,Index_1655_Front.png,Index_1655_Top.png,35,31,1.77,1.6,5.9,0.9,0.9,1.1,10,0.6,4.5,2.0,0.9,0.8,0,-80,1.6,0.0,4,0.2,0.1,0.0,0.1,82.476,92.5926,93.2099,76.522994,39.916697
1656,Index_1656_Parallel.png,Index_1656_Back.png,Index_1656_Front.png,Index_1656_Top.png,70,63,0.85,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2.0,1.9,0.9,0,-80,1.2,0.1,9,0.1,0.1,0.0,0.0,82.167,100.0,83.3333,68.441049,44.334761
1658,Index_1658_Parallel.png,Index_1658_Back.png,Index_1658_Front.png,Index_1658_Top.png,70,63,0.85,2.5,7.6,0.5,0.3,0.0,20,1.2,4.5,0.8,1.2,0.5,0,-70,1.4,0.1,9,0.1,0.1,0.1,0.0,82.613,100.0,75.3086,58.819105,43.205169
1661,Index_1661_Parallel.png,Index_1661_Back.png,Index_1661_Front.png,Index_1661_Top.png,70,70,7.58,2.5,7.6,0.5,0.3,0.0,15,1.2,3.4,1.0,2.1,0.7,0,-60,1.8,0.0,2,0.02,0.5,0.0,0.0,84.362,100.0,78.3951,59.814136,41.613759
1673,Index_1673_Parallel.png,Index_1673_Back.png,Index_1673_Front.png,Index_1673_Top.png,70,63,0.85,2.5,7.6,0.5,0.3,0.0,10,0.8,3.4,2.0,1.5,1.3,0,-70,0.8,0.1,9,0.1,0.1,0.0,0.0,82.064,100.0,83.0247,68.523241,44.157395
1680,Index_1680_Parallel.png,Index_1680_Back.png,Index_1680_Front.png,Index_1680_Top.png,70,57,0.89,2.5,7.6,0.5,0.1,0.2,30,2.0,4.0,0.8,1.3,0.9,0,-70,1.2,0.0,8,0.2,0.9,0.1,0.1,82.888,100.0,85.4938,69.230586,23.851119
1686,Index_1686_Parallel.png,Index_1686_Back.png,Index_1686_Front.png,Index_1686_Top.png,40,40,1.03,2.6,4.2,0.4,0.9,2.8,10,0.6,4.5,2.0,1.0,0.7,0,-80,1.5,0.5,5,0.02,0.1,0.0,0.0,81.687,98.1481,92.284,76.305494,41.499054
1687,Index_1687_Parallel.png,Index_1687_Back.png,Index_1687_Front.png,Index_1687_Top.png,50,45,0.94,2.6,5.2,0.4,2.0,0.7,10,0.6,4.5,2.0,1.2,0.5,0,-80,1.9,0.5,6,0.1,0.1,0.05,0.05,83.025,99.6914,90.7407,74.449383,42.184711
1688,Index_1688_Parallel.png,Index_1688_Back.png,Index_1688_Front.png,Index_1688_Top.png,70,70,7.28,2.6,7.3,0.4,0.0,0.6,40,2.0,5.4,1.0,0.0,0.8,0,-80,2.0,0.1,2,0.02,1.0,0.0,0.0,85.014,100.0,68.5185,43.734259,33.580923
1704,Index_1704_Parallel.png,Index_1704_Back.png,Index_1704_Front.png,Index_1704_Top.png,45,34,0.87,2.6,4.7,0.4,1.2,2.0,20,1.5,3.6,1.0,0.2,2.4,0,-40,1.7,0.0,5,0.3,0.7,0.15,0.05,81.07,97.5309,98.1481,78.303457,25.259399
1716,Index_1716_Parallel.png,Index_1716_Back.png,Index_1716_Front.png,Index_1716_Top.png,30,29,0.98,2.0,4.0,1.0,0.8,3.1,10,0.6,4.5,2.0,0.7,1.0,0,-80,1.1,0.0,5,0.02,0.1,0.0,0.0,81.516,88.27159999999999,94.1358,77.915833,39.047373
1717,Index_1717_Parallel.png,Index_1717_Back.png,Index_1717_Front.png,Index_1717_Top.png,40,37,0.95,2.6,4.2,0.4,1.0,2.7,10,0.6,4.5,2.0,0.4,1.3,0,-80,1.8,0.5,5,0.1,0.1,0.05,0.05,81.722,97.8395,92.9012,76.801235,41.012165
1720,Index_1720_Parallel.png,Index_1720_Back.png,Index_1720_Front.png,Index_1720_Top.png,50,41,0.88,2.5,5.4,0.5,2.1,0.4,15,0.9,4.5,0.8,0.1,1.6,0,-70,2.0,0.7,6,0.2,0.8,0.05,0.05,81.893,93.8272,91.9753,75.815432,26.478574
1737,Index_1737_Parallel.png,Index_1737_Back.png,Index_1737_Front.png,Index_1737_Top.png,70,63,0.85,2.5,7.6,0.5,0.3,0.0,20,1.2,4.5,1.0,1.5,0.2,0,-50,1.3,0.1,9,0.1,0.1,0.0,0.1,82.545,100.0,79.6296,60.517809,41.332443
1740,Index_1740_Parallel.png,Index_1740_Back.png,Index_1740_Front.png,Index_1740_Top.png,35,32,1.12,1.3,7.3,1.0,0.3,0.3,20,0.9,6.0,0.9,0.0,0.2,0,-80,1.9,0.7,7,0.1,0.5,0.0,0.1,82.27,99.6914,87.65429999999999,75.248025,32.04051
1750,Index_1750_Parallel.png,Index_1750_Back.png,Index_1750_Front.png,Index_1750_Top.png,70,70,1.88,2.5,7.6,0.5,0.3,0.0,30,1.4,5.8,1.0,0.0,0.4,0,-80,2.0,0.5,5,0.02,1.0,0.0,0.0,82.373,100.0,77.1605,55.383642,28.569691
1771,Index_1771_Parallel.png,Index_1771_Back.png,Index_1771_Front.png,Index_1771_Top.png,40,30,1.2,1.7,6.4,0.9,0.9,0.6,35,1.8,5.2,0.8,0.6,0.4,0,-60,1.9,0.0,5,0.4,0.3,0.3,0.05,82.099,100.0,84.5679,69.972994,31.709443
1773,Index_1773_Parallel.png,Index_1773_Back.png,Index_1773_Front.png,Index_1773_Top.png,30,29,1.01,1.3,6.2,0.9,0.2,1.5,10,0.8,3.4,2.0,1.8,1.0,0,-80,1.9,0.0,7,0.02,0.1,0.0,0.0,82.167,83.0247,92.9012,76.698117,40.442712
1789,Index_1789_Parallel.png,Index_1789_Back.png,Index_1789_Front.png,Index_1789_Top.png,65,46,2.7,2.3,7.6,0.7,0.0,0.3,10,0.8,3.4,2.0,0.3,2.5,0,-70,1.8,0.1,3,1.1,0.1,0.0,0.0,83.333,100.0,88.58019999999999,73.646481,42.546447
1810,Index_1810_Parallel.png,Index_1810_Back.png,Index_1810_Front.png,Index_1810_Top.png,70,33,0.9,2.5,7.6,0.5,0.3,0.0,10,0.8,3.4,2.0,2.0,0.8,0,-30,1.8,0.1,5,1.0,0.4,0.4,0.2,80.727,88.58019999999999,98.1481,79.485895,33.528145
1823,Index_1823_Parallel.png,Index_1823_Back.png,Index_1823_Front.png,Index_1823_Top.png,70,69,0.89,2.6,7.3,0.4,0.2,0.4,10,0.8,3.4,2.0,0.7,2.1,0,-40,1.5,0.0,9,0.02,1.0,0.0,0.0,80.864,98.1481,99.3827,78.074321,18.483439
1824,Index_1824_Parallel.png,Index_1824_Back.png,Index_1824_Front.png,Index_1824_Top.png,70,69,1.25,2.5,7.6,0.5,0.2,0.1,15,1.2,3.4,0.8,2.8,0.0,0,-70,1.8,0.2,7,0.02,0.1,0.0,0.0,84.362,100.0,75.0,59.275556,44.705657
1836,Index_1836_Parallel.png,Index_1836_Back.png,Index_1836_Front.png,Index_1836_Top.png,50,35,2.05,2.3,5.9,0.7,1.8,0.2,10,0.8,3.4,2.0,0.9,1.9,0,-80,1.4,0.3,3,0.9,0.1,0.45,0.45,82.819,93.8272,91.9753,76.100154,41.171676
1837,Index_1837_Parallel.png,Index_1837_Back.png,Index_1837_Front.png,Index_1837_Top.png,50,32,1.85,2.3,5.9,0.7,0.4,1.6,10,0.6,4.5,2.0,0.7,1.0,0,-80,1.1,0.3,3,1.1,0.1,0.45,0.5,82.682,93.8272,93.5185,77.375309,39.794692
1846,Index_1846_Parallel.png,Index_1846_Back.png,Index_1846_Front.png,Index_1846_Top.png,30,30,1.0,1.6,5.1,0.9,0.0,2.8,40,1.9,5.7,1.0,0.5,0.0,0,-30,1.9,0.0,6,0.02,0.6,0.0,0.0,82.545,100.0,95.0617,73.450802,21.758144
1853,Index_1853_Parallel.png,Index_1853_Back.png,Index_1853_Front.png,Index_1853_Top.png,70,63,0.85,2.5,7.6,0.5,0.3,0.0,10,0.8,3.4,2.0,1.3,1.5,0,-40,0.9,0.0,9,0.1,0.2,0.05,0.0,81.722,100.0,86.41980000000001,69.899969,39.673623
1854,Index_1854_Parallel.png,Index_1854_Back.png,Index_1854_Front.png,Index_1854_Top.png,50,30,1.7,2.4,5.6,0.6,0.2,2.1,30,1.9,4.3,0.8,0.7,1.2,0,-50,1.7,0.7,3,1.1,0.4,0.05,0.2,82.716,100.0,89.81479999999999,73.314228,30.308638
1864,Index_1864_Parallel.png,Index_1864_Back.png,Index_1864_Front.png,Index_1864_Top.png,30,29,0.98,2.0,4.0,1.0,2.1,1.8,15,0.7,5.8,2.0,0.3,0.1,0,-80,1.3,0.1,5,0.02,0.7,0.0,0.0,81.104,80.5556,98.7654,79.219475,22.18361
1879,Index_1879_Parallel.png,Index_1879_Back.png,Index_1879_Front.png,Index_1879_Top.png,35,34,1.06,2.2,4.3,0.8,0.8,2.8,10,0.8,3.4,2.0,0.8,2.0,0,-80,1.9,0.8,5,0.02,0.1,0.0,0.0,81.447,93.8272,92.5926,76.453858,41.057491
1883,Index_1883_Parallel.png,Index_1883_Back.png,Index_1883_Front.png,Index_1883_Top.png,70,63,0.85,2.5,7.6,0.5,0.2,0.1,15,1.2,3.4,0.8,1.2,1.6,0,-60,1.2,0.1,9,0.1,0.4,0.0,0.05,81.687,100.0,84.25930000000001,68.323117,33.565092
1894,Index_1894_Parallel.png,Index_1894_Back.png,Index_1894_Front.png,Index_1894_Top.png,30,29,1.1,1.8,4.5,0.9,1.2,2.2,10,0.8,3.4,2.0,1.8,1.0,0,-80,1.1,0.1,5,0.02,0.1,0.0,0.0,81.447,87.65429999999999,94.4444,77.158981,40.577517
1914,Index_1914_Parallel.png,Index_1914_Back.png,Index_1914_Front.png,Index_1914_Top.png,70,47,1.63,2.6,7.3,0.4,0.0,0.6,15,1.2,3.4,0.9,0.0,2.8,0,-50,1.9,0.0,4,0.8,0.8,0.1,0.7,82.99,100.0,91.358,73.705556,34.919261
1926,Index_1926_Parallel.png,Index_1926_Back.png,Index_1926_Front.png,Index_1926_Top.png,50,49,0.96,2.3,5.9,0.7,0.6,1.4,10,0.8,3.4,2.0,1.0,1.8,0,-80,1.6,0.7,7,0.02,0.1,0.0,0.0,83.059,100.0,88.27159999999999,72.769105,42.834352
1927,Index_1927_Parallel.png,Index_1927_Back.png,Index_1927_Front.png,Index_1927_Top.png,30,29,1.98,2.0,4.0,1.0,0.8,3.1,10,0.6,4.5,2.0,1.2,0.5,0,-80,1.9,0.3,3,0.02,0.1,0.0,0.0,82.236,89.81479999999999,93.5185,77.591235,39.40522
1940,Index_1940_Parallel.png,Index_1940_Back.png,Index_1940_Front.png,Index_1940_Top.png,30,29,0.95,1.4,5.8,1.0,0.9,1.2,10,0.7,3.9,2.0,1.0,1.3,0,-60,1.6,0.2,7,0.02,0.8,0.0,0.0,81.104,57.0988,100.0,79.041327,20.815551
1949,Index_1949_Parallel.png,Index_1949_Back.png,Index_1949_Front.png,Index_1949_Top.png,60,53,3.1,2.3,7.0,0.7,0.7,0.2,25,1.1,6.1,1.0,0.1,0.0,0,-60,1.6,0.3,3,0.4,0.6,0.25,0.15,83.882,100.0,79.6296,61.950833,36.88741
1954,Index_1954_Parallel.png,Index_1954_Back.png,Index_1954_Front.png,Index_1954_Top.png,35,30,3.7,2.2,4.3,0.8,2.1,1.5,10,0.8,3.4,2.0,1.3,1.5,0,-80,1.4,0.0,2,0.6,0.1,0.5,0.1,82.442,88.8889,93.5185,76.859012,40.300617
1961,Index_1961_Parallel.png,Index_1961_Back.png,Index_1961_Front.png,Index_1961_Top.png,35,31,1.47,1.9,5.0,0.8,0.4,2.5,35,1.6,5.9,0.8,0.0,0.3,0,-60,1.8,0.3,4,0.2,0.5,0.1,0.05,82.99,100.0,84.8765,69.294753,30.055589
1992,Index_1992_Parallel.png,Index_1992_Back.png,Index_1992_Front.png,Index_1992_Top.png,70,57,0.89,2.5,7.6,0.5,0.1,0.2,10,0.8,3.4,2.0,0.0,2.8,0,-70,2.0,0.1,8,0.2,0.6,0.0,0.1,82.373,99.6914,92.284,75.73821,27.91129
